北京鹫峰国家森林公园,2026-06-21,00:00,19.2,79.0,67.6,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,18.9,80.5,60.2,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,17.4,80.3,66.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,19.0,81.1,63.7,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,17.5,80.7,61.5,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,17.4,79.8,62.3,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,17.0,82.8,61.6,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,19.1,81.9,65.0,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,16.5,80.8,67.2,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,17.1,81.5,65.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,17.9,80.9,66.9,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,19.2,79.7,68.1,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,16.8,79.9,66.1,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,16.6,85.3,66.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,16.2,83.4,59.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,18.3,80.1,64.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,17.1,81.5,65.1,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,18.7,79.8,64.2,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,16.6,83.8,59.0,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,17.5,84.6,60.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,19.5,80.5,60.3,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,19.8,81.0,62.0,0.0
北京鹫峰国家森林公园,2026-06-21,00:00,17.0,84.0,68.5,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,16.9,74.1,65.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,16.6,77.0,57.6,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,14.5,75.8,62.7,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,16.4,76.5,62.1,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,14.6,75.4,57.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,14.9,75.1,58.3,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,15.1,78.5,59.7,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,16.9,76.7,62.9,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,14.6,74.6,63.0,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,15.0,77.0,64.7,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,15.7,75.6,66.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,17.0,74.9,66.2,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,14.2,73.8,64.2,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,15.0,79.5,67.3,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,14.8,77.0,57.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,16.1,75.2,59.9,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,15.5,75.3,62.6,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,16.7,75.3,65.1,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,14.6,78.8,57.1,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,14.9,79.2,57.7,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,16.4,77.0,55.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,16.8,76.1,56.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:10,14.6,78.2,68.3,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,23.6,88.9,78.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,23.3,90.3,74.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,22.3,88.1,77.9,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,24.1,90.3,74.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,22.4,88.6,74.2,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,22.4,89.5,72.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,22.1,90.5,72.0,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,24.2,91.6,76.5,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,21.9,89.1,79.0,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,22.4,90.6,79.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,23.3,89.3,77.9,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,24.1,88.1,79.1,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,21.7,88.8,78.9,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,21.6,93.7,78.5,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,21.6,90.4,71.3,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,22.6,89.1,76.0,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,22.5,89.3,78.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,23.7,89.2,77.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,22.3,93.3,71.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,22.5,93.5,71.6,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,23.9,90.4,72.3,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,23.9,90.4,70.0,0.0
北京鹫峰国家森林公园,2026-06-21,00:20,21.4,93.2,79.1,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,19.4,76.5,75.0,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,19.3,78.7,69.9,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,17.6,77.4,76.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,18.8,79.3,73.0,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,17.3,77.9,70.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,17.3,78.1,70.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,17.5,80.2,69.5,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,19.1,78.5,71.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,17.4,77.7,74.2,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,17.4,79.4,76.9,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,17.8,77.5,75.8,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,19.6,78.5,74.6,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,16.8,76.6,76.4,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,16.5,81.8,78.1,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,17.0,80.1,69.1,0.0
北京鹫峰国家森林公园,2026-06-21,00:30,18.0,77.3,71.4,0.0
